time_ID,datetime,close,avg_twitter_sentiment,future_close,target
1617231600000,2021-04-01 00:00:00,1919.37,0.195348,1968.05,1
1617235200000,2021-04-01 01:00:00,1932.38,0.22388,1958.16,1
1617238800000,2021-04-01 02:00:00,1939.81,0.253161,1995.54,1
1617242400000,2021-04-01 03:00:00,1925.4,0.25713400000000003,1997.06,1
1617246000000,2021-04-01 04:00:00,1922.8,0.25713400000000003,1996.63,1
1617249600000,2021-04-01 05:00:00,1915.92,0.25713400000000003,1995.37,1
1617253200000,2021-04-01 06:00:00,1909.12,0.25713400000000003,1990.63,1
1617256800000,2021-04-01 07:00:00,1915.25,0.25713400000000003,1995.81,1
1617260400000,2021-04-01 08:00:00,1926.31,0.25713400000000003,1994.71,1
1617264000000,2021-04-01 09:00:00,1943.27,0.25713400000000003,1991.31,1
1617267600000,2021-04-01 10:00:00,1937.52,0.25713400000000003,1995.58,1
1617271200000,2021-04-01 11:00:00,1929.24,0.272922,2000.22,1
1617274800000,2021-04-01 12:00:00,1920.07,0.272922,2005.61,1
1617278400000,2021-04-01 13:00:00,1922.0,0.275654,2005.0,1
1617282000000,2021-04-01 14:00:00,1934.0,0.275654,2007.36,1
1617285600000,2021-04-01 15:00:00,1932.05,0.275487,2070.02,1
1617289200000,2021-04-01 16:00:00,1944.39,0.275487,2073.89,1
1617292800000,2021-04-01 17:00:00,1946.17,0.278206,2058.72,1
1617296400000,2021-04-01 18:00:00,1940.3,0.278206,2054.18,1
1617300000000,2021-04-01 19:00:00,1967.29,0.287187,2054.83,1
1617303600000,2021-04-01 20:00:00,1974.12,0.294175,2062.63,1
1617307200000,2021-04-01 21:00:00,1969.75,0.294175,2091.01,1
1617310800000,2021-04-01 22:00:00,1963.45,0.309015,2091.23,1
1617314400000,2021-04-01 23:00:00,1971.62,0.309015,2110.06,1
1617318000000,2021-04-02 00:00:00,1968.05,0.30731,2133.69,1
1617321600000,2021-04-02 01:00:00,1958.16,0.30731,2121.25,1
1617325200000,2021-04-02 02:00:00,1995.54,0.30731,2103.67,1
1617328800000,2021-04-02 03:00:00,1997.06,0.308399,2109.0,1
1617332400000,2021-04-02 04:00:00,1996.63,0.307788,2093.1,1
1617336000000,2021-04-02 05:00:00,1995.37,0.307788,2099.78,1
1617339600000,2021-04-02 06:00:00,1990.63,0.305056,2105.65,1
1617343200000,2021-04-02 07:00:00,1995.81,0.305056,2126.03,1
1617346800000,2021-04-02 08:00:00,1994.71,0.304923,2111.35,1
1617350400000,2021-04-02 09:00:00,1991.31,0.308503,2095.35,1
1617354000000,2021-04-02 10:00:00,1995.58,0.31211500000000003,2107.0,1
1617357600000,2021-04-02 11:00:00,2000.22,0.31211500000000003,2097.2,1
1617361200000,2021-04-02 12:00:00,2005.61,0.31433,2096.44,1
1617364800000,2021-04-02 13:00:00,2005.0,0.31433,2104.24,1
1617368400000,2021-04-02 14:00:00,2007.36,0.31572,2116.53,1
1617372000000,2021-04-02 15:00:00,2070.02,0.308003,2091.48,1
1617375600000,2021-04-02 16:00:00,2073.89,0.311906,2070.98,0
1617379200000,2021-04-02 17:00:00,2058.72,0.312408,2070.6,1
1617382800000,2021-04-02 18:00:00,2054.18,0.306159,2032.11,0
1617386400000,2021-04-02 19:00:00,2054.83,0.306159,2067.87,1
1617390000000,2021-04-02 20:00:00,2062.63,0.314678,2095.29,1
1617393600000,2021-04-02 21:00:00,2091.01,0.306159,2060.66,0
1617397200000,2021-04-02 22:00:00,2091.23,0.309341,2033.43,0
1617400800000,2021-04-02 23:00:00,2110.06,0.30309200000000003,2033.65,0
1617404400000,2021-04-03 00:00:00,2133.69,0.296843,2008.52,0
1617408000000,2021-04-03 01:00:00,2121.25,0.305362,2001.76,0
1617411600000,2021-04-03 02:00:00,2103.67,0.304335,2010.64,0
1617415200000,2021-04-03 03:00:00,2109.0,0.304335,2013.56,0
1617418800000,2021-04-03 04:00:00,2093.1,0.303945,2015.27,0
1617422400000,2021-04-03 05:00:00,2099.78,0.304335,2012.87,0
1617426000000,2021-04-03 06:00:00,2105.65,0.298086,2014.17,0
1617429600000,2021-04-03 07:00:00,2126.03,0.288157,2018.76,0
1617433200000,2021-04-03 08:00:00,2111.35,0.290544,2034.58,0
1617436800000,2021-04-03 09:00:00,2095.35,0.291799,2036.82,0
1617440400000,2021-04-03 10:00:00,2107.0,0.300537,2058.16,0
1617444000000,2021-04-03 11:00:00,2097.2,0.300927,2055.06,0
1617447600000,2021-04-03 12:00:00,2096.44,0.300537,2043.13,0
1617451200000,2021-04-03 13:00:00,2104.24,0.300537,2066.64,0
1617454800000,2021-04-03 14:00:00,2116.53,0.300537,2081.52,0
1617458400000,2021-04-03 15:00:00,2091.48,0.309018,2084.89,0
1617462000000,2021-04-03 16:00:00,2070.98,0.309018,2077.34,1
1617465600000,2021-04-03 17:00:00,2070.6,0.310767,2072.85,1
1617469200000,2021-04-03 18:00:00,2032.11,0.317023,2079.2,1
1617472800000,2021-04-03 19:00:00,2067.87,0.310654,2072.74,1
1617476400000,2021-04-03 20:00:00,2095.29,0.31837,2061.44,0
1617480000000,2021-04-03 21:00:00,2060.66,0.311019,2062.56,1
1617483600000,2021-04-03 22:00:00,2033.43,0.30146,2076.8,1
1617487200000,2021-04-03 23:00:00,2033.65,0.30146,2070.73,1
1617490800000,2021-04-04 00:00:00,2008.52,0.28897,2075.69,1
1617494400000,2021-04-04 01:00:00,2001.76,0.28897,2056.19,1
1617498000000,2021-04-04 02:00:00,2010.64,0.28897,2057.05,1
1617501600000,2021-04-04 03:00:00,2013.56,0.292901,2043.85,1
1617505200000,2021-04-04 04:00:00,2015.27,0.292901,2028.66,1
1617508800000,2021-04-04 05:00:00,2012.87,0.278133,2022.72,1
1617512400000,2021-04-04 06:00:00,2014.17,0.285145,2011.06,0
1617516000000,2021-04-04 07:00:00,2018.76,0.291514,2014.02,0
1617519600000,2021-04-04 08:00:00,2034.58,0.300033,2028.16,0
1617523200000,2021-04-04 09:00:00,2036.82,0.300033,2028.87,0
1617526800000,2021-04-04 10:00:00,2058.16,0.30462100000000003,2044.39,0
1617530400000,2021-04-04 11:00:00,2055.06,0.300165,2049.09,0
1617534000000,2021-04-04 12:00:00,2043.13,0.294606,2057.03,1
1617537600000,2021-04-04 13:00:00,2066.64,0.294606,2060.41,0
1617541200000,2021-04-04 14:00:00,2081.52,0.294606,2080.52,0
1617544800000,2021-04-04 15:00:00,2084.89,0.294606,2118.21,1
1617548400000,2021-04-04 16:00:00,2077.34,0.28388800000000003,2113.18,1
1617552000000,2021-04-04 17:00:00,2072.85,0.275712,2110.27,1
1617555600000,2021-04-04 18:00:00,2079.2,0.278326,2107.51,1
1617559200000,2021-04-04 19:00:00,2072.74,0.284018,2098.67,1
1617562800000,2021-04-04 20:00:00,2061.44,0.278871,2104.35,1
1617566400000,2021-04-04 21:00:00,2062.56,0.277541,2104.07,1
1617570000000,2021-04-04 22:00:00,2076.8,0.277541,2108.94,1
1617573600000,2021-04-04 23:00:00,2070.73,0.277541,2113.3,1
1617577200000,2021-04-05 00:00:00,2075.69,0.277541,2107.38,1
1617580800000,2021-04-05 01:00:00,2056.19,0.269022,2141.65,1
1617584400000,2021-04-05 02:00:00,2057.05,0.271337,2122.13,1
1617588000000,2021-04-05 03:00:00,2043.85,0.26386,2128.22,1
1617591600000,2021-04-05 04:00:00,2028.66,0.279189,2114.18,1
1617595200000,2021-04-05 05:00:00,2022.72,0.253369,2123.56,1
1617598800000,2021-04-05 06:00:00,2011.06,0.253369,2131.31,1
1617602400000,2021-04-05 07:00:00,2014.02,0.253369,2131.65,1
1617606000000,2021-04-05 08:00:00,2028.16,0.253369,2099.45,1
1617609600000,2021-04-05 09:00:00,2028.87,0.249143,2086.8,1
1617613200000,2021-04-05 10:00:00,2044.39,0.249143,2115.51,1
1617616800000,2021-04-05 11:00:00,2049.09,0.244643,2099.32,1
1617620400000,2021-04-05 12:00:00,2057.03,0.246174,2113.6,1
1617624000000,2021-04-05 13:00:00,2060.41,0.246174,2109.68,1
1617627600000,2021-04-05 14:00:00,2080.52,0.247417,2103.57,1
1617631200000,2021-04-05 15:00:00,2118.21,0.252184,2080.48,0
1617634800000,2021-04-05 16:00:00,2113.18,0.252184,2084.67,0
1617638400000,2021-04-05 17:00:00,2110.27,0.252184,2105.04,0
1617642000000,2021-04-05 18:00:00,2107.51,0.252184,2125.95,1
1617645600000,2021-04-05 19:00:00,2098.67,0.252184,2123.68,1
1617649200000,2021-04-05 20:00:00,2104.35,0.249914,2113.6,1
1617652800000,2021-04-05 21:00:00,2104.07,0.249914,2121.07,1
1617656400000,2021-04-05 22:00:00,2108.94,0.258664,2112.8,1
1617660000000,2021-04-05 23:00:00,2113.3,0.198746,2112.24,0
1617663600000,2021-04-06 00:00:00,2107.38,0.182272,2112.21,1
1617667200000,2021-04-06 01:00:00,2141.65,0.182272,2092.02,0
1617670800000,2021-04-06 02:00:00,2122.13,0.182272,2097.65,0
1617674400000,2021-04-06 03:00:00,2128.22,0.176023,2110.2,0
1617678000000,2021-04-06 04:00:00,2114.18,0.171226,2104.99,0
1617681600000,2021-04-06 05:00:00,2123.56,0.175044,2090.5,0
1617685200000,2021-04-06 06:00:00,2131.31,0.175044,2101.45,0
1617688800000,2021-04-06 07:00:00,2131.65,0.178226,2089.7,0
1617692400000,2021-04-06 08:00:00,2099.45,0.178226,2074.89,0
1617696000000,2021-04-06 09:00:00,2086.8,0.178427,2063.06,0
1617699600000,2021-04-06 10:00:00,2115.51,0.178427,2053.31,0
1617703200000,2021-04-06 11:00:00,2099.32,0.178427,2006.43,0
1617706800000,2021-04-06 12:00:00,2113.6,0.178427,1977.89,0
1617710400000,2021-04-06 13:00:00,2109.68,0.190395,1981.92,0
1617714000000,2021-04-06 14:00:00,2103.57,0.193127,2002.67,0
1617717600000,2021-04-06 15:00:00,2080.48,0.193127,1995.19,0
1617721200000,2021-04-06 16:00:00,2084.67,0.196963,1977.04,0
1617724800000,2021-04-06 17:00:00,2105.04,0.193127,1997.0,0
1617728400000,2021-04-06 18:00:00,2125.95,0.198534,1966.48,0
1617732000000,2021-04-06 19:00:00,2123.68,0.198534,1962.16,0
1617735600000,2021-04-06 20:00:00,2113.6,0.20211400000000002,1983.46,0
1617739200000,2021-04-06 21:00:00,2121.07,0.20412,1988.38,0
1617742800000,2021-04-06 22:00:00,2112.8,0.20412,1997.2,0
1617746400000,2021-04-06 23:00:00,2112.24,0.20412,2007.28,0
1617750000000,2021-04-07 00:00:00,2112.21,0.21169899999999997,1963.47,0
1617753600000,2021-04-07 01:00:00,2092.02,0.215311,1985.8,0
1617757200000,2021-04-07 02:00:00,2097.65,0.215311,1990.76,0
1617760800000,2021-04-07 03:00:00,2110.2,0.215311,1994.52,0
1617764400000,2021-04-07 04:00:00,2104.99,0.220203,1997.12,0
1617768000000,2021-04-07 05:00:00,2090.5,0.216464,2018.65,0
1617771600000,2021-04-07 06:00:00,2101.45,0.216464,2011.44,0
1617775200000,2021-04-07 07:00:00,2089.7,0.213504,2018.62,0
1617778800000,2021-04-07 08:00:00,2074.89,0.22243400000000002,2027.76,0
1617782400000,2021-04-07 09:00:00,2063.06,0.22243400000000002,2015.01,0
1617786000000,2021-04-07 10:00:00,2053.31,0.226046,2000.82,0
1617789600000,2021-04-07 11:00:00,2006.43,0.226046,1998.29,0
1617793200000,2021-04-07 12:00:00,1977.89,0.226046,1996.92,1
1617796800000,2021-04-07 13:00:00,1981.92,0.226046,2029.54,1
1617800400000,2021-04-07 14:00:00,2002.67,0.226046,2028.9,1
1617804000000,2021-04-07 15:00:00,1995.19,0.23426799999999998,2043.18,1
1617807600000,2021-04-07 16:00:00,1977.04,0.249808,2059.5,1
1617811200000,2021-04-07 17:00:00,1997.0,0.249808,2067.18,1
1617814800000,2021-04-07 18:00:00,1966.48,0.25215,2063.79,1
1617818400000,2021-04-07 19:00:00,1962.16,0.256056,2066.28,1
1617822000000,2021-04-07 20:00:00,1983.46,0.256056,2057.81,1
1617825600000,2021-04-07 21:00:00,1988.38,0.26556599999999997,2055.46,1
1617829200000,2021-04-07 22:00:00,1997.2,0.26556599999999997,2051.87,1
1617832800000,2021-04-07 23:00:00,2007.28,0.252144,2071.99,1
1617836400000,2021-04-08 00:00:00,1963.47,0.252144,2080.46,1
1617840000000,2021-04-08 01:00:00,1985.8,0.24213,2092.18,1
1617843600000,2021-04-08 02:00:00,1990.76,0.238868,2079.83,1
1617847200000,2021-04-08 03:00:00,1994.52,0.238868,2074.6,1
1617850800000,2021-04-08 04:00:00,1997.12,0.245117,2072.8,1
1617854400000,2021-04-08 05:00:00,2018.65,0.248729,2075.34,1
1617858000000,2021-04-08 06:00:00,2011.44,0.25274800000000003,2070.96,1
1617861600000,2021-04-08 07:00:00,2018.62,0.25636,2072.75,1
1617865200000,2021-04-08 08:00:00,2027.76,0.25636,2077.89,1
1617868800000,2021-04-08 09:00:00,2015.01,0.24623699999999998,2068.39,1
1617872400000,2021-04-08 10:00:00,2000.82,0.243653,2079.79,1
1617876000000,2021-04-08 11:00:00,1998.29,0.243653,2089.07,1
1617879600000,2021-04-08 12:00:00,1996.92,0.25603400000000004,2083.81,1
1617883200000,2021-04-08 13:00:00,2029.54,0.25603400000000004,2078.84,1
1617886800000,2021-04-08 14:00:00,2028.9,0.25603400000000004,2073.89,1
1617890400000,2021-04-08 15:00:00,2043.18,0.25603400000000004,2067.47,1
1617894000000,2021-04-08 16:00:00,2059.5,0.251019,2062.24,1
1617897600000,2021-04-08 17:00:00,2067.18,0.261484,2071.42,1
1617901200000,2021-04-08 18:00:00,2063.79,0.270361,2075.2,1
1617904800000,2021-04-08 19:00:00,2066.28,0.264936,2077.9,1
1617908400000,2021-04-08 20:00:00,2057.81,0.264546,2077.28,1
1617912000000,2021-04-08 21:00:00,2055.46,0.264546,2070.72,1
1617915600000,2021-04-08 22:00:00,2051.87,0.26356999999999997,2074.87,1
1617919200000,2021-04-08 23:00:00,2071.99,0.264,2066.53,0
1617922800000,2021-04-09 00:00:00,2080.46,0.259375,2066.87,0
1617926400000,2021-04-09 01:00:00,2092.18,0.260351,2066.51,0
1617930000000,2021-04-09 02:00:00,2079.83,0.258104,2096.98,1
1617933600000,2021-04-09 03:00:00,2074.6,0.258103,2116.56,1
1617937200000,2021-04-09 04:00:00,2072.8,0.258103,2144.4,1
1617940800000,2021-04-09 05:00:00,2075.34,0.24769499999999997,2191.18,1
1617944400000,2021-04-09 06:00:00,2070.96,0.20509299999999997,2172.32,1
1617948000000,2021-04-09 07:00:00,2072.75,0.201481,2167.83,1
1617951600000,2021-04-09 08:00:00,2077.89,0.19203699999999999,2162.93,1
1617955200000,2021-04-09 09:00:00,2068.39,0.188683,2162.0,1
1617958800000,2021-04-09 10:00:00,2079.79,0.185892,2165.75,1
1617962400000,2021-04-09 11:00:00,2089.07,0.185892,2163.05,1
1617966000000,2021-04-09 12:00:00,2083.81,0.185892,2160.62,1
1617969600000,2021-04-09 13:00:00,2078.84,0.181488,2144.37,1
1617973200000,2021-04-09 14:00:00,2073.89,0.173225,2157.78,1
1617976800000,2021-04-09 15:00:00,2067.47,0.17058800000000002,2158.11,1
1617980400000,2021-04-09 16:00:00,2062.24,0.16697599999999999,2156.07,1
1617984000000,2021-04-09 17:00:00,2071.42,0.16697599999999999,2153.99,1
1617987600000,2021-04-09 18:00:00,2075.2,0.17058800000000002,2145.75,1
1617991200000,2021-04-09 19:00:00,2077.9,0.16697599999999999,2142.84,1
1617994800000,2021-04-09 20:00:00,2077.28,0.16697599999999999,2128.42,1
1617998400000,2021-04-09 21:00:00,2070.72,0.15199100000000001,2096.24,1
1618002000000,2021-04-09 22:00:00,2074.87,0.153804,2116.67,1
1618005600000,2021-04-09 23:00:00,2066.53,0.15199100000000001,2110.24,1
